Category,Head position
Sports Equipment,"['mid, layer: 9, head: 2' 'mid, layer: 9, head: 10' 'mid, layer: 9, head: 19' 'down, layer: 13, head: 1' 'mid, layer: 6, head: 15' 'up, layer: 25, head: 18' 'mid, layer: 6, head: 9' 'up, layer: 19, head: 8' 'mid, layer: 0, head: 14' 'down, layer: 22, head: 14' 'down, layer: 11, head: 2']"
Musical Instruments,"['down, layer: 12, head: 17' 'down, layer: 13, head: 12' 'down, layer: 13, head: 11' 'down, layer: 13, head: 8' 'down, layer: 13, head: 5' 'down, layer: 13, head: 4' 'down, layer: 13, head: 2' 'up, layer: 19, head: 4' 'up, layer: 19, head: 1' 'up, layer: 18, head: 12' 'mid, layer: 5, head: 12']"
Written Characters,"['down, layer: 15, head: 18' 'mid, layer: 5, head: 12' 'mid, layer: 7, head: 12' 'mid, layer: 5, head: 5' 'down, layer: 23, head: 4' 'up, layer: 28, head: 9' 'up, layer: 27, head: 9' 'down, layer: 15, head: 14' 'up, layer: 9, head: 19' 'up, layer: 19, head: 8' 'up, layer: 19, head: 10']"
Color,"['mid, layer: 0, head: 18' 'mid, layer: 0, head: 19' 'mid, layer: 1, head: 12' 'mid, layer: 2, head: 0' 'mid, layer: 2, head: 1' 'mid, layer: 2, head: 4' 'mid, layer: 2, head: 6' 'up, layer: 34, head: 7' 'mid, layer: 3, head: 12' 'mid, layer: 3, head: 13' 'mid, layer: 3, head: 14']"
Shape,"['down, layer: 23, head: 3' 'mid, layer: 1, head: 12' 'up, layer: 8, head: 0' 'up, layer: 8, head: 2' 'up, layer: 8, head: 10' 'down, layer: 13, head: 18' 'down, layer: 13, head: 19' 'up, layer: 23, head: 14' 'down, layer: 13, head: 10' 'mid, layer: 2, head: 8' 'down, layer: 14, head: 5']"
Texture,"['mid, layer: 6, head: 16' 'mid, layer: 6, head: 7' 'mid, layer: 8, head: 12' 'up, layer: 9, head: 1' 'up, layer: 9, head: 6' 'up, layer: 9, head: 9' 'mid, layer: 7, head: 18' 'mid, layer: 8, head: 0' 'mid, layer: 5, head: 0' 'mid, layer: 5, head: 2' 'mid, layer: 7, head: 1']"
Size,"['down, layer: 1, head: 0' 'mid, layer: 8, head: 6' 'mid, layer: 7, head: 18' 'down, layer: 9, head: 4' 'up, layer: 8, head: 0' 'up, layer: 9, head: 6' 'up, layer: 9, head: 10' 'mid, layer: 6, head: 0' 'mid, layer: 6, head: 7' 'up, layer: 8, head: 8' 'mid, layer: 7, head: 9']"
Counting,"['mid, layer: 7, head: 3' 'down, layer: 12, head: 7' 'up, layer: 29, head: 6' 'mid, layer: 7, head: 16' 'mid, layer: 7, head: 17' 'mid, layer: 7, head: 18' 'mid, layer: 7, head: 19' 'mid, layer: 8, head: 0' 'up, layer: 29, head: 5' 'mid, layer: 8, head: 3' 'mid, layer: 8, head: 4']"
Image Style,"['up, layer: 9, head: 5' 'mid, layer: 8, head: 12' 'mid, layer: 8, head: 14' 'down, layer: 23, head: 16' 'mid, layer: 6, head: 0' 'mid, layer: 2, head: 16' 'mid, layer: 6, head: 6' 'mid, layer: 6, head: 11' 'down, layer: 13, head: 7' 'mid, layer: 6, head: 14' 'mid, layer: 4, head: 7']"
Material,"['mid, layer: 8, head: 16' 'up, layer: 9, head: 17' 'up, layer: 9, head: 16' 'up, layer: 19, head: 4' 'up, layer: 19, head: 3' 'up, layer: 18, head: 18' 'up, layer: 18, head: 14' 'up, layer: 18, head: 11' 'up, layer: 17, head: 17' 'up, layer: 17, head: 9' 'up, layer: 8, head: 15']"
Lighting Conditions,"['down, layer: 13, head: 7' 'mid, layer: 5, head: 14' 'mid, layer: 5, head: 11' 'mid, layer: 5, head: 10' 'mid, layer: 9, head: 9' 'mid, layer: 9, head: 8' 'mid, layer: 9, head: 7' 'mid, layer: 8, head: 15' 'mid, layer: 8, head: 14' 'mid, layer: 8, head: 12' 'up, layer: 27, head: 13']"
Facial Expressions,"['mid, layer: 4, head: 18' 'mid, layer: 4, head: 16' 'mid, layer: 4, head: 12' 'mid, layer: 4, head: 6' 'down, layer: 7, head: 4' 'mid, layer: 6, head: 16' 'mid, layer: 9, head: 17' 'mid, layer: 4, head: 10' 'mid, layer: 8, head: 0' 'mid, layer: 8, head: 13' 'mid, layer: 8, head: 16']"
Facial Features,"['mid, layer: 6, head: 1' 'mid, layer: 6, head: 5' 'mid, layer: 9, head: 16' 'down, layer: 23, head: 12' 'up, layer: 18, head: 13' 'up, layer: 8, head: 13' 'down, layer: 21, head: 10' 'up, layer: 19, head: 1' 'up, layer: 19, head: 7' 'mid, layer: 9, head: 0' 'down, layer: 6, head: 7']"
Poses and Gestures,"['up, layer: 27, head: 0' 'mid, layer: 7, head: 12' 'mid, layer: 7, head: 10' 'up, layer: 9, head: 10' 'up, layer: 9, head: 6' 'up, layer: 9, head: 2' 'mid, layer: 2, head: 6' 'mid, layer: 2, head: 4' 'mid, layer: 1, head: 19' 'mid, layer: 0, head: 19' 'mid, layer: 0, head: 2']"
Nature Scenes,"['down, layer: 13, head: 0' 'up, layer: 7, head: 3' 'down, layer: 11, head: 16' 'down, layer: 12, head: 2' 'down, layer: 12, head: 5' 'down, layer: 12, head: 9' 'down, layer: 12, head: 10' 'down, layer: 12, head: 13' 'down, layer: 12, head: 14' 'down, layer: 12, head: 15' 'down, layer: 23, head: 18']"
Weather Conditions,"['mid, layer: 4, head: 6' 'up, layer: 28, head: 6' 'up, layer: 9, head: 12' 'down, layer: 23, head: 11' 'mid, layer: 7, head: 18' 'up, layer: 9, head: 1' 'up, layer: 28, head: 17' 'down, layer: 11, head: 3' 'up, layer: 7, head: 9' 'down, layer: 13, head: 0' 'down, layer: 11, head: 19']"
Time of Day,"['mid, layer: 4, head: 12' 'up, layer: 20, head: 0' 'up, layer: 19, head: 19' 'down, layer: 11, head: 9' 'down, layer: 2, head: 3' 'down, layer: 22, head: 9' 'mid, layer: 3, head: 2' 'down, layer: 22, head: 19' 'down, layer: 23, head: 0' 'down, layer: 23, head: 1' 'down, layer: 23, head: 2']"
Geo-locations,"['down, layer: 9, head: 7' 'mid, layer: 8, head: 5' 'mid, layer: 6, head: 0' 'mid, layer: 6, head: 4' 'up, layer: 19, head: 1' 'down, layer: 6, head: 6' 'mid, layer: 4, head: 15' 'down, layer: 8, head: 16' 'down, layer: 13, head: 7' 'up, layer: 26, head: 12' 'down, layer: 7, head: 3']"
Brand Logos,"['mid, layer: 7, head: 1' 'down, layer: 11, head: 8' 'down, layer: 11, head: 9' 'mid, layer: 5, head: 18' 'mid, layer: 6, head: 2' 'mid, layer: 6, head: 4' 'mid, layer: 6, head: 5' 'mid, layer: 6, head: 14' 'mid, layer: 6, head: 15' 'down, layer: 11, head: 7' 'down, layer: 13, head: 16']"
Geometric Patterns,"['up, layer: 8, head: 1' 'down, layer: 5, head: 2' 'up, layer: 9, head: 16' 'up, layer: 7, head: 0' 'up, layer: 10, head: 17' 'mid, layer: 8, head: 8' 'up, layer: 17, head: 17' 'up, layer: 18, head: 0' 'up, layer: 16, head: 1' 'mid, layer: 9, head: 18' 'mid, layer: 7, head: 3']"
