[Name],[Layer],[Head],[Timestamp],Top 1,Top 2,Top 3,Top 4,Top 5,Top 6,Top 7,Top 8,Top 9,Top 10,Top 11,Top 12,Top 13,Top 14,Top 15,Top 16,Top 17,Top 18,Top 19,Top 20,Top 21,Top 22,Top 23,Top 24,Top 25,Top 26,Top 27,Top 28,Top 29,Top 30,Top 31,Top 32,Top 33,Top 34
down_cross,4,6,36,Sports Equipment,Brand Logos,Electronics,Furniture,Vehicles,Buildings,Poses and Gestures,Accessories,Image Style,Books and Documents,Nature Scenes,Musical Instruments,People,Toys,Written Characters,Facial Features,Food and Beverages,Fruits and Vegetables,Weather Conditions,Clothing,Tools,Facial Expressions,Color,Geometric Patterns,Size,Shape,Lighting Conditions,Material,Counting,Texture,Time of Day,Geo-locations,Animals,Plants
down_cross,4,6,37,Sports Equipment,Brand Logos,Electronics,Vehicles,Furniture,Buildings,Poses and Gestures,Accessories,Image Style,Books and Documents,Nature Scenes,Musical Instruments,Written Characters,Fruits and Vegetables,People,Facial Features,Toys,Clothing,Weather Conditions,Food and Beverages,Tools,Color,Size,Facial Expressions,Time of Day,Geo-locations,Animals,Geometric Patterns,Lighting Conditions,Material,Counting,Texture,Shape,Plants
down_cross,4,6,38,Sports Equipment,Brand Logos,Electronics,Furniture,Buildings,Vehicles,Poses and Gestures,Accessories,Books and Documents,Image Style,Nature Scenes,Toys,Written Characters,Musical Instruments,People,Fruits and Vegetables,Facial Features,Food and Beverages,Clothing,Weather Conditions,Tools,Color,Geometric Patterns,Material,Lighting Conditions,Facial Expressions,Counting,Size,Texture,Shape,Time of Day,Geo-locations,Plants,Animals
down_cross,4,6,39,Sports Equipment,Brand Logos,Electronics,Furniture,Buildings,Vehicles,Poses and Gestures,Books and Documents,Accessories,Image Style,Nature Scenes,Fruits and Vegetables,Facial Features,Musical Instruments,Written Characters,Toys,People,Weather Conditions,Clothing,Food and Beverages,Color,Size,Tools,Time of Day,Geometric Patterns,Facial Expressions,Lighting Conditions,Material,Counting,Texture,Shape,Geo-locations,Plants,Animals
down_cross,4,6,40,Sports Equipment,Brand Logos,Electronics,Furniture,Buildings,Vehicles,Poses and Gestures,Accessories,Image Style,Books and Documents,Nature Scenes,Written Characters,Facial Features,Toys,Fruits and Vegetables,People,Musical Instruments,Food and Beverages,Clothing,Weather Conditions,Color,Tools,Size,Animals,Geo-locations,Time of Day,Geometric Patterns,Facial Expressions,Lighting Conditions,Material,Counting,Texture,Shape,Plants
down_cross,4,6,41,Sports Equipment,Brand Logos,Electronics,Vehicles,Buildings,Furniture,Poses and Gestures,Accessories,Books and Documents,Nature Scenes,Image Style,People,Written Characters,Toys,Fruits and Vegetables,Musical Instruments,Facial Features,Food and Beverages,Clothing,Color,Weather Conditions,Size,Tools,Geo-locations,Time of Day,Animals,Geometric Patterns,Facial Expressions,Lighting Conditions,Material,Counting,Texture,Shape,Plants
down_cross,4,6,42,Sports Equipment,Brand Logos,Electronics,Vehicles,Furniture,Buildings,Poses and Gestures,Accessories,Books and Documents,Image Style,Nature Scenes,People,Written Characters,Musical Instruments,Facial Features,Toys,Fruits and Vegetables,Food and Beverages,Weather Conditions,Clothing,Color,Tools,Time of Day,Animals,Facial Expressions,Geo-locations,Geometric Patterns,Lighting Conditions,Material,Counting,Size,Texture,Shape,Plants
down_cross,4,6,43,Sports Equipment,Brand Logos,Electronics,Furniture,Buildings,Vehicles,Books and Documents,Poses and Gestures,Accessories,Image Style,Nature Scenes,Written Characters,Toys,Musical Instruments,Fruits and Vegetables,Facial Features,People,Food and Beverages,Clothing,Weather Conditions,Color,Tools,Time of Day,Geo-locations,Animals,Geometric Patterns,Facial Expressions,Lighting Conditions,Material,Counting,Size,Texture,Shape,Plants
down_cross,4,6,44,Sports Equipment,Brand Logos,Electronics,Buildings,Vehicles,Furniture,Accessories,Books and Documents,Poses and Gestures,Image Style,Nature Scenes,People,Fruits and Vegetables,Written Characters,Facial Features,Musical Instruments,Toys,Food and Beverages,Clothing,Weather Conditions,Color,Tools,Facial Expressions,Geo-locations,Time of Day,Animals,Geometric Patterns,Lighting Conditions,Material,Counting,Size,Texture,Shape,Plants
down_cross,4,6,45,Sports Equipment,Brand Logos,Electronics,Furniture,Buildings,Vehicles,Books and Documents,Poses and Gestures,Accessories,Nature Scenes,Image Style,Written Characters,Facial Features,Musical Instruments,Fruits and Vegetables,Toys,People,Food and Beverages,Color,Clothing,Weather Conditions,Facial Expressions,Time of Day,Geo-locations,Animals,Geometric Patterns,Lighting Conditions,Material,Counting,Size,Texture,Shape,Tools,Plants
down_cross,4,6,46,Sports Equipment,Brand Logos,Electronics,Buildings,Vehicles,Furniture,Accessories,Books and Documents,Poses and Gestures,Nature Scenes,Image Style,Written Characters,People,Musical Instruments,Fruits and Vegetables,Toys,Facial Features,Color,Clothing,Weather Conditions,Time of Day,Size,Food and Beverages,Animals,Geo-locations,Geometric Patterns,Facial Expressions,Lighting Conditions,Material,Counting,Texture,Shape,Tools,Plants
down_cross,4,6,47,Sports Equipment,Brand Logos,Electronics,Buildings,Furniture,Vehicles,Books and Documents,Accessories,Poses and Gestures,Image Style,Nature Scenes,People,Written Characters,Fruits and Vegetables,Facial Features,Musical Instruments,Toys,Clothing,Food and Beverages,Color,Weather Conditions,Size,Animals,Geo-locations,Time of Day,Geometric Patterns,Facial Expressions,Lighting Conditions,Material,Counting,Texture,Shape,Tools,Plants
down_cross,4,6,48,Sports Equipment,Brand Logos,Electronics,Buildings,Furniture,Vehicles,Books and Documents,Accessories,Poses and Gestures,Nature Scenes,Image Style,People,Written Characters,Facial Features,Fruits and Vegetables,Musical Instruments,Toys,Food and Beverages,Clothing,Color,Weather Conditions,Animals,Size,Facial Expressions,Geo-locations,Time of Day,Geometric Patterns,Lighting Conditions,Material,Counting,Texture,Shape,Tools,Plants
down_cross,4,6,49,Sports Equipment,Brand Logos,Electronics,Buildings,Furniture,Vehicles,Books and Documents,Accessories,Written Characters,Poses and Gestures,Fruits and Vegetables,Image Style,Nature Scenes,People,Facial Features,Musical Instruments,Toys,Food and Beverages,Color,Size,Clothing,Weather Conditions,Animals,Time of Day,Geo-locations,Geometric Patterns,Facial Expressions,Lighting Conditions,Material,Counting,Texture,Shape,Tools,Plants
down_cross,4,6,50,Sports Equipment,Brand Logos,Electronics,Furniture,Buildings,Vehicles,Books and Documents,Accessories,Written Characters,People,Nature Scenes,Image Style,Poses and Gestures,Fruits and Vegetables,Facial Features,Musical Instruments,Toys,Color,Clothing,Food and Beverages,Size,Weather Conditions,Time of Day,Animals,Geo-locations,Geometric Patterns,Facial Expressions,Lighting Conditions,Material,Counting,Texture,Shape,Tools,Plants
down_cross,4,7,0,Furniture,Clothing,Electronics,Books and Documents,Nature Scenes,Sports Equipment,Accessories,Plants,Vehicles,Color,Tools,Toys,Time of Day,Image Style,Weather Conditions,People,Written Characters,Brand Logos,Buildings,Poses and Gestures,Food and Beverages,Material,Lighting Conditions,Geometric Patterns,Geo-locations,Fruits and Vegetables,Facial Features,Facial Expressions,Counting,Size,Texture,Shape,Animals,Musical Instruments
down_cross,4,7,1,Furniture,Clothing,Electronics,Nature Scenes,Books and Documents,Accessories,Plants,Sports Equipment,Vehicles,Color,Toys,Tools,Time of Day,Image Style,People,Weather Conditions,Written Characters,Brand Logos,Buildings,Food and Beverages,Material,Lighting Conditions,Poses and Gestures,Geometric Patterns,Geo-locations,Fruits and Vegetables,Facial Features,Facial Expressions,Counting,Size,Texture,Shape,Animals,Musical Instruments
down_cross,4,7,2,Furniture,Clothing,Electronics,Nature Scenes,Books and Documents,Accessories,Sports Equipment,Plants,Color,Vehicles,Toys,Time of Day,Image Style,Tools,Weather Conditions,People,Buildings,Written Characters,Brand Logos,Food and Beverages,Material,Poses and Gestures,Geo-locations,Geometric Patterns,Fruits and Vegetables,Facial Features,Facial Expressions,Lighting Conditions,Counting,Size,Texture,Shape,Animals,Musical Instruments
down_cross,4,7,3,Furniture,Electronics,Clothing,Accessories,Books and Documents,Nature Scenes,Sports Equipment,Plants,Vehicles,Color,Time of Day,Tools,Toys,Image Style,People,Weather Conditions,Brand Logos,Buildings,Written Characters,Poses and Gestures,Material,Food and Beverages,Lighting Conditions,Geometric Patterns,Geo-locations,Fruits and Vegetables,Facial Features,Facial Expressions,Counting,Size,Texture,Shape,Animals,Musical Instruments
down_cross,4,7,4,Electronics,Furniture,Clothing,Accessories,Books and Documents,Nature Scenes,Sports Equipment,Vehicles,Plants,Color,Tools,Toys,Image Style,Time of Day,Weather Conditions,Brand Logos,People,Buildings,Written Characters,Food and Beverages,Material,Poses and Gestures,Counting,Size,Lighting Conditions,Facial Expressions,Facial Features,Texture,Fruits and Vegetables,Shape,Animals,Geo-locations,Musical Instruments,Geometric Patterns
down_cross,4,7,5,Electronics,Clothing,Furniture,Accessories,Sports Equipment,Books and Documents,Nature Scenes,Color,Plants,Vehicles,Time of Day,Toys,Weather Conditions,Tools,Brand Logos,People,Image Style,Buildings,Written Characters,Food and Beverages,Material,Poses and Gestures,Geometric Patterns,Geo-locations,Animals,Facial Features,Facial Expressions,Lighting Conditions,Counting,Size,Texture,Shape,Fruits and Vegetables,Musical Instruments
down_cross,4,7,6,Electronics,Clothing,Furniture,Accessories,Sports Equipment,Nature Scenes,Books and Documents,Plants,Vehicles,Color,Time of Day,Toys,Buildings,Tools,Brand Logos,Weather Conditions,People,Image Style,Written Characters,Food and Beverages,Poses and Gestures,Facial Expressions,Lighting Conditions,Shape,Texture,Size,Counting,Animals,Material,Facial Features,Fruits and Vegetables,Musical Instruments,Geo-locations,Geometric Patterns
down_cross,4,7,7,Electronics,Clothing,Furniture,Accessories,Nature Scenes,Sports Equipment,Books and Documents,Plants,Vehicles,Time of Day,Color,Buildings,Weather Conditions,Toys,Brand Logos,Tools,Image Style,People,Food and Beverages,Written Characters,Material,Poses and Gestures,Lighting Conditions,Texture,Size,Counting,Shape,Facial Expressions,Facial Features,Animals,Fruits and Vegetables,Geo-locations,Musical Instruments,Geometric Patterns
down_cross,4,7,8,Electronics,Clothing,Accessories,Furniture,Sports Equipment,Nature Scenes,Books and Documents,Brand Logos,Vehicles,Plants,Time of Day,Buildings,Color,Toys,Tools,Weather Conditions,Image Style,People,Material,Food and Beverages,Poses and Gestures,Lighting Conditions,Written Characters,Facial Expressions,Size,Counting,Texture,Shape,Facial Features,Animals,Musical Instruments,Geo-locations,Fruits and Vegetables,Geometric Patterns
down_cross,4,7,9,Electronics,Clothing,Furniture,Accessories,Nature Scenes,Sports Equipment,Books and Documents,Time of Day,Plants,Vehicles,Brand Logos,Toys,Color,Buildings,Weather Conditions,Tools,People,Image Style,Poses and Gestures,Written Characters,Material,Food and Beverages,Lighting Conditions,Counting,Size,Facial Expressions,Facial Features,Texture,Shape,Animals,Musical Instruments,Geo-locations,Fruits and Vegetables,Geometric Patterns
down_cross,4,7,10,Electronics,Clothing,Furniture,Accessories,Nature Scenes,Sports Equipment,Books and Documents,Plants,Time of Day,Brand Logos,Vehicles,Buildings,Toys,Color,Tools,Weather Conditions,People,Poses and Gestures,Food and Beverages,Image Style,Material,Lighting Conditions,Written Characters,Fruits and Vegetables,Geo-locations,Geometric Patterns,Facial Features,Facial Expressions,Counting,Size,Texture,Shape,Animals,Musical Instruments
down_cross,4,7,11,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Sports Equipment,Books and Documents,Plants,Time of Day,Buildings,Vehicles,Weather Conditions,Color,Tools,Brand Logos,Toys,Poses and Gestures,Image Style,People,Material,Food and Beverages,Written Characters,Lighting Conditions,Animals,Fruits and Vegetables,Size,Counting,Texture,Facial Expressions,Facial Features,Shape,Geo-locations,Musical Instruments,Geometric Patterns
down_cross,4,7,12,Clothing,Electronics,Accessories,Furniture,Nature Scenes,Sports Equipment,Books and Documents,Time of Day,Brand Logos,Vehicles,Buildings,Plants,Color,Toys,Tools,Weather Conditions,Poses and Gestures,People,Image Style,Food and Beverages,Material,Written Characters,Lighting Conditions,Size,Fruits and Vegetables,Counting,Texture,Facial Expressions,Facial Features,Shape,Animals,Musical Instruments,Geo-locations,Geometric Patterns
down_cross,4,7,13,Electronics,Accessories,Clothing,Furniture,Sports Equipment,Nature Scenes,Books and Documents,Time of Day,Vehicles,Plants,Buildings,Brand Logos,Weather Conditions,Toys,Color,Tools,Poses and Gestures,Food and Beverages,People,Material,Image Style,Lighting Conditions,Written Characters,Geometric Patterns,Geo-locations,Fruits and Vegetables,Counting,Size,Facial Expressions,Facial Features,Texture,Shape,Animals,Musical Instruments
down_cross,4,7,14,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Sports Equipment,Time of Day,Books and Documents,Buildings,Vehicles,Plants,Brand Logos,Color,Toys,Weather Conditions,Poses and Gestures,People,Tools,Material,Food and Beverages,Image Style,Lighting Conditions,Written Characters,Geo-locations,Size,Fruits and Vegetables,Geometric Patterns,Counting,Texture,Facial Expressions,Facial Features,Shape,Animals,Musical Instruments
down_cross,4,7,15,Clothing,Electronics,Accessories,Furniture,Nature Scenes,Sports Equipment,Time of Day,Books and Documents,Buildings,Vehicles,Plants,Brand Logos,Color,Weather Conditions,Toys,Poses and Gestures,Tools,Image Style,Food and Beverages,Material,People,Lighting Conditions,Musical Instruments,Animals,Facial Expressions,Written Characters,Geo-locations,Fruits and Vegetables,Counting,Size,Texture,Facial Features,Shape,Geometric Patterns
down_cross,4,7,16,Electronics,Accessories,Clothing,Furniture,Nature Scenes,Sports Equipment,Books and Documents,Time of Day,Brand Logos,Buildings,Plants,Vehicles,Color,Toys,Tools,Poses and Gestures,Material,People,Weather Conditions,Image Style,Food and Beverages,Fruits and Vegetables,Written Characters,Geo-locations,Animals,Geometric Patterns,Lighting Conditions,Facial Features,Facial Expressions,Musical Instruments,Counting,Size,Texture,Shape
down_cross,4,7,17,Electronics,Accessories,Clothing,Furniture,Nature Scenes,Sports Equipment,Books and Documents,Time of Day,Vehicles,Buildings,Brand Logos,Color,Plants,Toys,Weather Conditions,Poses and Gestures,Material,People,Tools,Image Style,Food and Beverages,Fruits and Vegetables,Animals,Lighting Conditions,Facial Expressions,Geometric Patterns,Size,Geo-locations,Shape,Texture,Counting,Facial Features,Written Characters,Musical Instruments
down_cross,4,7,18,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Sports Equipment,Time of Day,Books and Documents,Buildings,Vehicles,Brand Logos,Plants,Color,Toys,Weather Conditions,Poses and Gestures,People,Tools,Material,Image Style,Food and Beverages,Fruits and Vegetables,Lighting Conditions,Written Characters,Animals,Texture,Size,Counting,Facial Expressions,Facial Features,Shape,Musical Instruments,Geo-locations,Geometric Patterns
down_cross,4,7,19,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Books and Documents,Sports Equipment,Time of Day,Brand Logos,Vehicles,Buildings,Plants,Color,Poses and Gestures,People,Toys,Weather Conditions,Tools,Material,Food and Beverages,Image Style,Fruits and Vegetables,Musical Instruments,Geometric Patterns,Lighting Conditions,Geo-locations,Size,Counting,Texture,Facial Expressions,Facial Features,Shape,Animals,Written Characters
down_cross,4,7,20,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Books and Documents,Time of Day,Sports Equipment,Brand Logos,Vehicles,Color,Buildings,Plants,People,Toys,Poses and Gestures,Food and Beverages,Weather Conditions,Tools,Image Style,Material,Fruits and Vegetables,Animals,Geometric Patterns,Size,Musical Instruments,Facial Expressions,Facial Features,Written Characters,Geo-locations,Counting,Texture,Lighting Conditions,Shape
down_cross,4,7,21,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Books and Documents,Sports Equipment,Time of Day,Buildings,Vehicles,Brand Logos,Plants,Color,Weather Conditions,Poses and Gestures,Toys,Material,Image Style,Food and Beverages,People,Tools,Fruits and Vegetables,Size,Musical Instruments,Geometric Patterns,Lighting Conditions,Animals,Geo-locations,Texture,Facial Expressions,Written Characters,Facial Features,Counting,Shape
down_cross,4,7,22,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Sports Equipment,Books and Documents,Time of Day,Vehicles,Buildings,Brand Logos,Color,Plants,Weather Conditions,Poses and Gestures,Toys,People,Material,Tools,Food and Beverages,Image Style,Fruits and Vegetables,Geometric Patterns,Lighting Conditions,Size,Musical Instruments,Geo-locations,Animals,Facial Features,Written Characters,Shape,Texture,Counting,Facial Expressions
down_cross,4,7,23,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Books and Documents,Time of Day,Sports Equipment,Vehicles,Brand Logos,Buildings,Color,Poses and Gestures,Plants,Weather Conditions,Food and Beverages,People,Image Style,Material,Toys,Tools,Fruits and Vegetables,Geometric Patterns,Musical Instruments,Animals,Facial Features,Lighting Conditions,Size,Geo-locations,Written Characters,Facial Expressions,Counting,Texture,Shape
down_cross,4,7,24,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Books and Documents,Sports Equipment,Brand Logos,Buildings,Time of Day,Vehicles,Color,Plants,Weather Conditions,Poses and Gestures,Material,Toys,Image Style,Food and Beverages,Fruits and Vegetables,Tools,People,Musical Instruments,Geometric Patterns,Lighting Conditions,Animals,Size,Geo-locations,Facial Expressions,Facial Features,Written Characters,Counting,Texture,Shape
down_cross,4,7,25,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Books and Documents,Time of Day,Brand Logos,Sports Equipment,Buildings,Vehicles,Plants,Poses and Gestures,Color,Food and Beverages,Weather Conditions,Material,Toys,Image Style,Fruits and Vegetables,People,Tools,Musical Instruments,Geometric Patterns,Animals,Lighting Conditions,Size,Geo-locations,Written Characters,Facial Expressions,Facial Features,Counting,Texture,Shape
down_cross,4,7,26,Accessories,Clothing,Electronics,Furniture,Nature Scenes,Books and Documents,Brand Logos,Sports Equipment,Time of Day,Vehicles,Buildings,Color,Plants,Weather Conditions,Poses and Gestures,Food and Beverages,Toys,People,Image Style,Fruits and Vegetables,Material,Tools,Animals,Size,Lighting Conditions,Musical Instruments,Geometric Patterns,Facial Expressions,Counting,Texture,Facial Features,Shape,Written Characters,Geo-locations
down_cross,4,7,27,Clothing,Electronics,Accessories,Furniture,Nature Scenes,Books and Documents,Time of Day,Brand Logos,Vehicles,Sports Equipment,Buildings,Poses and Gestures,Color,Plants,Weather Conditions,Fruits and Vegetables,People,Material,Food and Beverages,Image Style,Toys,Animals,Musical Instruments,Lighting Conditions,Tools,Size,Facial Features,Geo-locations,Geometric Patterns,Facial Expressions,Written Characters,Counting,Texture,Shape
down_cross,4,7,28,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Time of Day,Books and Documents,Buildings,Sports Equipment,Brand Logos,Vehicles,Color,Plants,Poses and Gestures,Fruits and Vegetables,Weather Conditions,Material,Food and Beverages,Toys,People,Image Style,Tools,Geometric Patterns,Musical Instruments,Size,Facial Expressions,Animals,Texture,Facial Features,Geo-locations,Lighting Conditions,Written Characters,Counting,Shape
down_cross,4,7,29,Clothing,Accessories,Electronics,Furniture,Nature Scenes,Time of Day,Books and Documents,Brand Logos,Sports Equipment,Buildings,Vehicles,Color,Plants,Poses and Gestures,Weather Conditions,Food and Beverages,Material,People,Fruits and Vegetables,Image Style,Toys,Tools,Geometric Patterns,Geo-locations,Musical Instruments,Animals,Size,Lighting Conditions,Counting,Texture,Facial Expressions,Facial Features,Shape,Written Characters
down_cross,4,7,30,Clothing,Electronics,Accessories,Furniture,Nature Scenes,Time of Day,Books and Documents,Brand Logos,Vehicles,Sports Equipment,Buildings,Color,Poses and Gestures,Weather Conditions,Plants,Fruits and Vegetables,Material,Food and Beverages,People,Toys,Image Style,Geometric Patterns,Animals,Size,Tools,Musical Instruments,Geo-locations,Facial Features,Lighting Conditions,Facial Expressions,Counting,Texture,Shape,Written Characters
down_cross,4,7,31,Clothing,Electronics,Accessories,Furniture,Nature Scenes,Time of Day,Books and Documents,Vehicles,Buildings,Brand Logos,Sports Equipment,Color,Poses and Gestures,Plants,Food and Beverages,Fruits and Vegetables,People,Weather Conditions,Image Style,Toys,Material,Musical Instruments,Geometric Patterns,Tools,Animals,Lighting Conditions,Facial Features,Size,Geo-locations,Facial Expressions,Counting,Texture,Shape,Written Characters
down_cross,4,7,32,Clothing,Electronics,Accessories,Furniture,Nature Scenes,Time of Day,Books and Documents,Color,Brand Logos,Vehicles,Sports Equipment,Buildings,Poses and Gestures,Plants,Fruits and Vegetables,People,Weather Conditions,Material,Food and Beverages,Toys,Image Style,Animals,Geometric Patterns,Musical Instruments,Tools,Size,Lighting Conditions,Facial Features,Facial Expressions,Texture,Counting,Geo-locations,Shape,Written Characters
down_cross,4,7,33,Clothing,Accessories,Electronics,Furniture,Nature Scenes,Books and Documents,Time of Day,Brand Logos,Buildings,Vehicles,Color,Sports Equipment,Poses and Gestures,Weather Conditions,Plants,Fruits and Vegetables,Material,Food and Beverages,People,Toys,Animals,Musical Instruments,Geometric Patterns,Image Style,Tools,Size,Geo-locations,Facial Features,Written Characters,Shape,Facial Expressions,Lighting Conditions,Counting,Texture
down_cross,4,7,34,Clothing,Accessories,Electronics,Furniture,Nature Scenes,Time of Day,Books and Documents,Vehicles,Buildings,Color,Brand Logos,Sports Equipment,Poses and Gestures,Fruits and Vegetables,Material,Weather Conditions,Plants,People,Image Style,Food and Beverages,Geometric Patterns,Toys,Musical Instruments,Animals,Tools,Size,Lighting Conditions,Geo-locations,Texture,Written Characters,Facial Features,Facial Expressions,Counting,Shape
down_cross,4,7,35,Clothing,Accessories,Electronics,Furniture,Nature Scenes,Time of Day,Books and Documents,Brand Logos,Color,Vehicles,Buildings,Sports Equipment,Poses and Gestures,Fruits and Vegetables,Plants,Food and Beverages,Material,Weather Conditions,Geometric Patterns,People,Image Style,Toys,Musical Instruments,Animals,Tools,Lighting Conditions,Facial Features,Size,Facial Expressions,Geo-locations,Shape,Counting,Texture,Written Characters
down_cross,4,7,36,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Time of Day,Books and Documents,Vehicles,Color,Brand Logos,Buildings,Sports Equipment,Fruits and Vegetables,Poses and Gestures,Weather Conditions,Material,People,Plants,Food and Beverages,Geometric Patterns,Toys,Animals,Image Style,Musical Instruments,Tools,Size,Geo-locations,Lighting Conditions,Facial Features,Shape,Texture,Counting,Written Characters,Facial Expressions
down_cross,4,7,37,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Time of Day,Books and Documents,Brand Logos,Color,Vehicles,Buildings,Sports Equipment,Poses and Gestures,Fruits and Vegetables,Weather Conditions,Plants,Material,Food and Beverages,People,Musical Instruments,Animals,Image Style,Geometric Patterns,Toys,Facial Features,Facial Expressions,Size,Tools,Lighting Conditions,Counting,Texture,Geo-locations,Shape,Written Characters
down_cross,4,7,38,Clothing,Electronics,Accessories,Furniture,Nature Scenes,Time of Day,Brand Logos,Books and Documents,Color,Vehicles,Buildings,Sports Equipment,Fruits and Vegetables,Poses and Gestures,Weather Conditions,Plants,Food and Beverages,Geometric Patterns,Image Style,Animals,People,Material,Musical Instruments,Toys,Geo-locations,Size,Tools,Facial Features,Lighting Conditions,Counting,Facial Expressions,Texture,Shape,Written Characters
down_cross,4,7,39,Electronics,Accessories,Clothing,Furniture,Nature Scenes,Time of Day,Books and Documents,Color,Brand Logos,Vehicles,Buildings,Sports Equipment,Fruits and Vegetables,Poses and Gestures,Food and Beverages,Plants,Weather Conditions,People,Animals,Material,Geometric Patterns,Image Style,Musical Instruments,Toys,Facial Features,Lighting Conditions,Facial Expressions,Size,Geo-locations,Shape,Counting,Tools,Texture,Written Characters
down_cross,4,7,40,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Time of Day,Books and Documents,Brand Logos,Color,Vehicles,Buildings,Fruits and Vegetables,Sports Equipment,Poses and Gestures,Plants,Weather Conditions,Food and Beverages,Geometric Patterns,Material,Animals,People,Image Style,Musical Instruments,Toys,Tools,Facial Features,Geo-locations,Lighting Conditions,Shape,Written Characters,Facial Expressions,Counting,Size,Texture
down_cross,4,7,41,Electronics,Clothing,Accessories,Furniture,Time of Day,Nature Scenes,Color,Vehicles,Brand Logos,Books and Documents,Buildings,Sports Equipment,Fruits and Vegetables,Poses and Gestures,Weather Conditions,Plants,Food and Beverages,Image Style,Material,Geometric Patterns,Animals,Musical Instruments,People,Toys,Facial Features,Size,Facial Expressions,Tools,Counting,Lighting Conditions,Texture,Geo-locations,Shape,Written Characters
down_cross,4,7,42,Clothing,Electronics,Accessories,Furniture,Time of Day,Nature Scenes,Color,Brand Logos,Books and Documents,Vehicles,Buildings,Poses and Gestures,Fruits and Vegetables,Sports Equipment,Plants,Weather Conditions,Food and Beverages,Material,Geometric Patterns,Animals,People,Image Style,Musical Instruments,Toys,Tools,Geo-locations,Size,Lighting Conditions,Facial Features,Facial Expressions,Counting,Texture,Shape,Written Characters
down_cross,4,7,43,Electronics,Clothing,Accessories,Furniture,Time of Day,Nature Scenes,Color,Vehicles,Books and Documents,Brand Logos,Buildings,Poses and Gestures,Fruits and Vegetables,Sports Equipment,Food and Beverages,Plants,Animals,Weather Conditions,Material,Geometric Patterns,People,Musical Instruments,Toys,Image Style,Facial Features,Size,Geo-locations,Lighting Conditions,Facial Expressions,Texture,Shape,Written Characters,Counting,Tools
down_cross,4,7,44,Electronics,Clothing,Accessories,Furniture,Nature Scenes,Time of Day,Color,Brand Logos,Books and Documents,Vehicles,Fruits and Vegetables,Sports Equipment,Buildings,Poses and Gestures,Weather Conditions,Plants,Food and Beverages,Animals,People,Material,Geometric Patterns,Geo-locations,Toys,Image Style,Musical Instruments,Lighting Conditions,Tools,Facial Features,Facial Expressions,Size,Counting,Texture,Shape,Written Characters
down_cross,4,7,45,Electronics,Clothing,Accessories,Furniture,Time of Day,Color,Nature Scenes,Vehicles,Books and Documents,Brand Logos,Fruits and Vegetables,Buildings,Sports Equipment,Poses and Gestures,Weather Conditions,Plants,Food and Beverages,Geometric Patterns,Material,Image Style,Animals,People,Musical Instruments,Tools,Lighting Conditions,Facial Expressions,Size,Toys,Facial Features,Counting,Texture,Geo-locations,Shape,Written Characters
down_cross,4,7,46,Clothing,Accessories,Electronics,Furniture,Color,Nature Scenes,Time of Day,Vehicles,Brand Logos,Fruits and Vegetables,Books and Documents,Sports Equipment,Buildings,Poses and Gestures,Weather Conditions,Geometric Patterns,Plants,Animals,Food and Beverages,Material,People,Image Style,Musical Instruments,Facial Features,Geo-locations,Size,Facial Expressions,Toys,Tools,Counting,Lighting Conditions,Texture,Shape,Written Characters
down_cross,4,7,47,Clothing,Accessories,Electronics,Color,Furniture,Nature Scenes,Time of Day,Vehicles,Books and Documents,Brand Logos,Fruits and Vegetables,Buildings,Sports Equipment,Poses and Gestures,Animals,Weather Conditions,Food and Beverages,Plants,Material,Image Style,People,Musical Instruments,Geometric Patterns,Facial Features,Lighting Conditions,Toys,Size,Tools,Geo-locations,Facial Expressions,Texture,Counting,Shape,Written Characters
down_cross,4,7,48,Electronics,Accessories,Clothing,Color,Furniture,Nature Scenes,Time of Day,Fruits and Vegetables,Brand Logos,Books and Documents,Vehicles,Buildings,Sports Equipment,Poses and Gestures,Weather Conditions,Animals,Plants,Food and Beverages,People,Geometric Patterns,Material,Image Style,Size,Facial Features,Musical Instruments,Geo-locations,Lighting Conditions,Shape,Tools,Toys,Facial Expressions,Counting,Texture,Written Characters
down_cross,4,7,49,Electronics,Accessories,Clothing,Color,Furniture,Time of Day,Nature Scenes,Vehicles,Books and Documents,Fruits and Vegetables,Brand Logos,Buildings,Poses and Gestures,Sports Equipment,Animals,Weather Conditions,Image Style,Geometric Patterns,Food and Beverages,People,Plants,Material,Facial Features,Musical Instruments,Toys,Geo-locations,Lighting Conditions,Size,Facial Expressions,Shape,Texture,Counting,Written Characters,Tools
