[Name],[Layer],[Head],[Timestamp],Top 1,Top 2,Top 3,Top 4,Top 5,Top 6,Top 7,Top 8,Top 9,Top 10,Top 11,Top 12,Top 13,Top 14,Top 15,Top 16,Top 17,Top 18,Top 19,Top 20,Top 21,Top 22,Top 23,Top 24,Top 25,Top 26,Top 27,Top 28,Top 29,Top 30,Top 31,Top 32,Top 33,Top 34
down_cross,0,0,0,Color,Facial Features,Food and Beverages,Fruits and Vegetables,Brand Logos,Facial Expressions,Toys,Plants,Lighting Conditions,Animals,Nature Scenes,Sports Equipment,Buildings,Texture,People,Image Style,Books and Documents,Weather Conditions,Accessories,Poses and Gestures,Geometric Patterns,Time of Day,Geo-locations,Clothing,Vehicles,Material,Counting,Size,Shape,Written Characters,Musical Instruments,Furniture,Electronics,Tools
down_cross,0,0,1,Color,Facial Features,Fruits and Vegetables,Food and Beverages,Brand Logos,Facial Expressions,Toys,Plants,Nature Scenes,Animals,Lighting Conditions,Sports Equipment,Buildings,Texture,Poses and Gestures,People,Books and Documents,Geo-locations,Weather Conditions,Clothing,Vehicles,Counting,Geometric Patterns,Time of Day,Material,Image Style,Size,Shape,Written Characters,Musical Instruments,Furniture,Electronics,Tools,Accessories
down_cross,0,0,2,Color,Facial Features,Food and Beverages,Fruits and Vegetables,Brand Logos,Facial Expressions,Toys,Plants,Animals,Lighting Conditions,Nature Scenes,Sports Equipment,Buildings,People,Texture,Accessories,Geo-locations,Poses and Gestures,Weather Conditions,Books and Documents,Electronics,Clothing,Time of Day,Vehicles,Geometric Patterns,Material,Image Style,Counting,Size,Shape,Written Characters,Musical Instruments,Furniture,Tools
down_cross,0,0,3,Color,Facial Features,Fruits and Vegetables,Food and Beverages,Brand Logos,Facial Expressions,Toys,Plants,Animals,Lighting Conditions,Nature Scenes,Sports Equipment,Poses and Gestures,Buildings,Texture,People,Accessories,Geo-locations,Vehicles,Image Style,Geometric Patterns,Clothing,Time of Day,Weather Conditions,Material,Counting,Size,Shape,Written Characters,Musical Instruments,Books and Documents,Furniture,Electronics,Tools
down_cross,0,0,4,Color,Facial Features,Food and Beverages,Fruits and Vegetables,Brand Logos,Facial Expressions,Toys,Plants,Animals,Lighting Conditions,Nature Scenes,Sports Equipment,Buildings,Texture,Poses and Gestures,People,Accessories,Time of Day,Weather Conditions,Books and Documents,Electronics,Image Style,Clothing,Vehicles,Geo-locations,Geometric Patterns,Material,Counting,Size,Shape,Written Characters,Musical Instruments,Furniture,Tools
down_cross,0,0,5,Color,Facial Features,Food and Beverages,Fruits and Vegetables,Brand Logos,Facial Expressions,Toys,Plants,Animals,Sports Equipment,Lighting Conditions,Nature Scenes,Buildings,People,Texture,Accessories,Poses and Gestures,Vehicles,Geometric Patterns,Time of Day,Electronics,Size,Counting,Image Style,Material,Shape,Written Characters,Musical Instruments,Books and Documents,Furniture,Weather Conditions,Geo-locations,Tools,Clothing
down_cross,0,0,6,Color,Food and Beverages,Fruits and Vegetables,Facial Features,Brand Logos,Facial Expressions,Plants,Toys,Animals,Lighting Conditions,Sports Equipment,Nature Scenes,Buildings,Vehicles,Texture,Poses and Gestures,Accessories,People,Size,Geometric Patterns,Geo-locations,Time of Day,Weather Conditions,Material,Image Style,Counting,Electronics,Shape,Written Characters,Musical Instruments,Books and Documents,Furniture,Tools,Clothing
down_cross,0,0,7,Color,Food and Beverages,Facial Features,Brand Logos,Fruits and Vegetables,Facial Expressions,Plants,Toys,Sports Equipment,Nature Scenes,Animals,Lighting Conditions,Vehicles,Buildings,People,Accessories,Texture,Poses and Gestures,Weather Conditions,Electronics,Time of Day,Books and Documents,Size,Geo-locations,Geometric Patterns,Material,Image Style,Counting,Shape,Written Characters,Musical Instruments,Furniture,Tools,Clothing
down_cross,0,0,8,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Facial Features,Plants,Facial Expressions,Toys,Animals,Nature Scenes,Sports Equipment,Lighting Conditions,Buildings,Vehicles,People,Accessories,Poses and Gestures,Texture,Time of Day,Books and Documents,Electronics,Weather Conditions,Image Style,Geometric Patterns,Geo-locations,Furniture,Material,Counting,Size,Shape,Written Characters,Musical Instruments,Tools,Clothing
down_cross,0,0,9,Color,Food and Beverages,Brand Logos,Facial Features,Fruits and Vegetables,Plants,Toys,Facial Expressions,Animals,Sports Equipment,Nature Scenes,Vehicles,Lighting Conditions,Buildings,Texture,Accessories,People,Poses and Gestures,Books and Documents,Geo-locations,Weather Conditions,Time of Day,Electronics,Geometric Patterns,Furniture,Material,Image Style,Counting,Size,Shape,Written Characters,Musical Instruments,Tools,Clothing
down_cross,0,0,10,Color,Food and Beverages,Brand Logos,Facial Features,Fruits and Vegetables,Toys,Plants,Facial Expressions,Nature Scenes,Animals,Sports Equipment,Vehicles,Lighting Conditions,Accessories,Buildings,People,Texture,Poses and Gestures,Electronics,Time of Day,Weather Conditions,Books and Documents,Size,Geo-locations,Geometric Patterns,Material,Image Style,Counting,Shape,Written Characters,Musical Instruments,Furniture,Tools,Clothing
down_cross,0,0,11,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Facial Features,Plants,Toys,Facial Expressions,Nature Scenes,Animals,Sports Equipment,Vehicles,Lighting Conditions,People,Accessories,Buildings,Poses and Gestures,Texture,Electronics,Image Style,Musical Instruments,Books and Documents,Time of Day,Weather Conditions,Geo-locations,Furniture,Geometric Patterns,Material,Counting,Size,Shape,Written Characters,Tools,Clothing
down_cross,0,0,12,Color,Food and Beverages,Brand Logos,Facial Features,Fruits and Vegetables,Toys,Plants,Facial Expressions,Nature Scenes,Animals,Sports Equipment,Vehicles,Lighting Conditions,Buildings,People,Accessories,Poses and Gestures,Books and Documents,Texture,Image Style,Time of Day,Electronics,Weather Conditions,Size,Geo-locations,Geometric Patterns,Material,Counting,Shape,Written Characters,Musical Instruments,Furniture,Tools,Clothing
down_cross,0,0,13,Color,Food and Beverages,Brand Logos,Plants,Fruits and Vegetables,Facial Features,Toys,Facial Expressions,Nature Scenes,Animals,Vehicles,Sports Equipment,People,Lighting Conditions,Accessories,Buildings,Texture,Poses and Gestures,Electronics,Books and Documents,Geometric Patterns,Geo-locations,Time of Day,Image Style,Weather Conditions,Tools,Furniture,Clothing,Written Characters,Material,Counting,Size,Musical Instruments,Shape
down_cross,0,0,14,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Toys,Facial Features,Plants,Nature Scenes,Facial Expressions,Animals,Vehicles,Sports Equipment,People,Accessories,Buildings,Lighting Conditions,Poses and Gestures,Texture,Image Style,Books and Documents,Geometric Patterns,Clothing,Time of Day,Electronics,Written Characters,Weather Conditions,Geo-locations,Material,Counting,Size,Shape,Musical Instruments,Furniture,Tools
down_cross,0,0,15,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Facial Features,Toys,Plants,Nature Scenes,Animals,Vehicles,Facial Expressions,Sports Equipment,People,Accessories,Lighting Conditions,Poses and Gestures,Buildings,Texture,Books and Documents,Time of Day,Image Style,Electronics,Written Characters,Musical Instruments,Weather Conditions,Geometric Patterns,Geo-locations,Size,Material,Counting,Shape,Furniture,Tools,Clothing
down_cross,0,0,16,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Toys,Facial Features,Plants,Nature Scenes,Animals,Vehicles,Facial Expressions,Sports Equipment,People,Accessories,Poses and Gestures,Buildings,Lighting Conditions,Texture,Books and Documents,Electronics,Time of Day,Image Style,Weather Conditions,Geometric Patterns,Written Characters,Geo-locations,Size,Material,Counting,Shape,Musical Instruments,Furniture,Tools,Clothing
down_cross,0,0,17,Color,Food and Beverages,Brand Logos,Nature Scenes,Fruits and Vegetables,Animals,Toys,Plants,Facial Features,Vehicles,Facial Expressions,Sports Equipment,People,Accessories,Buildings,Poses and Gestures,Texture,Lighting Conditions,Image Style,Time of Day,Books and Documents,Electronics,Geometric Patterns,Weather Conditions,Size,Musical Instruments,Geo-locations,Material,Counting,Shape,Written Characters,Furniture,Tools,Clothing
down_cross,0,0,18,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Animals,Nature Scenes,Plants,Toys,Vehicles,Facial Features,Sports Equipment,Facial Expressions,People,Accessories,Buildings,Poses and Gestures,Lighting Conditions,Texture,Books and Documents,Geometric Patterns,Time of Day,Electronics,Image Style,Written Characters,Weather Conditions,Size,Geo-locations,Material,Counting,Shape,Musical Instruments,Furniture,Tools,Clothing
down_cross,0,0,19,Color,Food and Beverages,Brand Logos,Animals,Nature Scenes,Fruits and Vegetables,Facial Features,Plants,Toys,Vehicles,Facial Expressions,People,Sports Equipment,Accessories,Poses and Gestures,Buildings,Texture,Electronics,Lighting Conditions,Books and Documents,Image Style,Time of Day,Weather Conditions,Geometric Patterns,Furniture,Material,Counting,Size,Shape,Written Characters,Musical Instruments,Geo-locations,Tools,Clothing
down_cross,0,0,20,Color,Food and Beverages,Animals,Brand Logos,Nature Scenes,Fruits and Vegetables,Toys,Vehicles,Facial Features,Plants,People,Facial Expressions,Accessories,Sports Equipment,Poses and Gestures,Buildings,Books and Documents,Image Style,Electronics,Texture,Lighting Conditions,Geometric Patterns,Time of Day,Weather Conditions,Shape,Size,Counting,Tools,Material,Furniture,Written Characters,Musical Instruments,Geo-locations,Clothing
down_cross,0,0,21,Color,Animals,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Toys,Facial Features,Plants,Vehicles,People,Poses and Gestures,Facial Expressions,Buildings,Accessories,Sports Equipment,Texture,Image Style,Books and Documents,Lighting Conditions,Electronics,Geometric Patterns,Time of Day,Weather Conditions,Furniture,Geo-locations,Material,Shape,Musical Instruments,Counting,Size,Written Characters,Clothing,Tools
down_cross,0,0,22,Color,Food and Beverages,Animals,Brand Logos,Fruits and Vegetables,Nature Scenes,Vehicles,Facial Features,Toys,Plants,People,Sports Equipment,Facial Expressions,Poses and Gestures,Accessories,Buildings,Books and Documents,Image Style,Texture,Lighting Conditions,Electronics,Geometric Patterns,Weather Conditions,Time of Day,Furniture,Clothing,Shape,Size,Counting,Tools,Material,Written Characters,Musical Instruments,Geo-locations
down_cross,0,0,23,Color,Animals,Food and Beverages,Brand Logos,Nature Scenes,Vehicles,Fruits and Vegetables,Plants,Facial Features,Toys,People,Sports Equipment,Buildings,Facial Expressions,Poses and Gestures,Accessories,Books and Documents,Image Style,Texture,Electronics,Weather Conditions,Geometric Patterns,Time of Day,Lighting Conditions,Furniture,Written Characters,Musical Instruments,Material,Shape,Counting,Size,Geo-locations,Tools,Clothing
down_cross,0,0,24,Color,Animals,Food and Beverages,Brand Logos,Nature Scenes,Fruits and Vegetables,Vehicles,Facial Features,Plants,Toys,People,Poses and Gestures,Accessories,Facial Expressions,Sports Equipment,Buildings,Texture,Books and Documents,Time of Day,Electronics,Image Style,Lighting Conditions,Geometric Patterns,Weather Conditions,Material,Shape,Musical Instruments,Clothing,Geo-locations,Counting,Furniture,Size,Written Characters,Tools
down_cross,0,0,25,Color,Animals,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Vehicles,Plants,Facial Features,People,Toys,Accessories,Poses and Gestures,Sports Equipment,Facial Expressions,Books and Documents,Buildings,Image Style,Electronics,Texture,Geometric Patterns,Lighting Conditions,Time of Day,Furniture,Weather Conditions,Shape,Material,Musical Instruments,Size,Tools,Clothing,Counting,Written Characters,Geo-locations
down_cross,0,0,26,Color,Animals,Food and Beverages,Brand Logos,Vehicles,Nature Scenes,Fruits and Vegetables,Facial Features,People,Toys,Plants,Poses and Gestures,Facial Expressions,Books and Documents,Sports Equipment,Accessories,Buildings,Electronics,Image Style,Texture,Time of Day,Furniture,Lighting Conditions,Weather Conditions,Geometric Patterns,Geo-locations,Shape,Musical Instruments,Material,Size,Counting,Tools,Clothing,Written Characters
down_cross,0,0,27,Color,Animals,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Vehicles,Plants,People,Facial Features,Poses and Gestures,Toys,Buildings,Facial Expressions,Accessories,Books and Documents,Sports Equipment,Image Style,Texture,Electronics,Weather Conditions,Time of Day,Geometric Patterns,Lighting Conditions,Furniture,Geo-locations,Material,Shape,Musical Instruments,Tools,Clothing,Counting,Size,Written Characters
down_cross,0,0,28,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Plants,Nature Scenes,Vehicles,People,Poses and Gestures,Facial Features,Facial Expressions,Toys,Accessories,Buildings,Books and Documents,Electronics,Sports Equipment,Image Style,Texture,Geometric Patterns,Weather Conditions,Time of Day,Lighting Conditions,Geo-locations,Furniture,Shape,Material,Musical Instruments,Tools,Counting,Size,Written Characters,Clothing
down_cross,0,0,29,Animals,Color,Food and Beverages,Fruits and Vegetables,Brand Logos,Nature Scenes,Vehicles,Plants,People,Facial Features,Poses and Gestures,Buildings,Books and Documents,Facial Expressions,Accessories,Toys,Sports Equipment,Electronics,Image Style,Texture,Weather Conditions,Furniture,Time of Day,Lighting Conditions,Geometric Patterns,Tools,Size,Shape,Geo-locations,Clothing,Material,Written Characters,Counting,Musical Instruments
down_cross,0,0,30,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Vehicles,Plants,People,Poses and Gestures,Facial Features,Accessories,Toys,Books and Documents,Facial Expressions,Buildings,Electronics,Sports Equipment,Image Style,Texture,Geometric Patterns,Time of Day,Lighting Conditions,Furniture,Weather Conditions,Geo-locations,Material,Clothing,Musical Instruments,Tools,Counting,Size,Shape,Written Characters
down_cross,0,0,31,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Vehicles,Poses and Gestures,Plants,People,Facial Features,Books and Documents,Facial Expressions,Buildings,Toys,Image Style,Accessories,Texture,Sports Equipment,Electronics,Time of Day,Weather Conditions,Furniture,Geometric Patterns,Material,Shape,Size,Written Characters,Clothing,Lighting Conditions,Musical Instruments,Geo-locations,Counting,Tools
down_cross,0,0,32,Animals,Color,Food and Beverages,Fruits and Vegetables,Brand Logos,Nature Scenes,Vehicles,Plants,People,Poses and Gestures,Facial Features,Toys,Books and Documents,Facial Expressions,Buildings,Accessories,Image Style,Electronics,Sports Equipment,Texture,Weather Conditions,Time of Day,Geometric Patterns,Shape,Furniture,Lighting Conditions,Tools,Clothing,Material,Size,Written Characters,Musical Instruments,Counting,Geo-locations
down_cross,0,0,33,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Plants,Vehicles,Poses and Gestures,People,Facial Features,Books and Documents,Toys,Facial Expressions,Buildings,Texture,Image Style,Sports Equipment,Accessories,Electronics,Time of Day,Weather Conditions,Geo-locations,Tools,Furniture,Geometric Patterns,Musical Instruments,Lighting Conditions,Clothing,Material,Shape,Size,Counting,Written Characters
down_cross,0,0,34,Animals,Color,Food and Beverages,Fruits and Vegetables,Brand Logos,Nature Scenes,Plants,People,Vehicles,Poses and Gestures,Facial Features,Buildings,Books and Documents,Facial Expressions,Toys,Image Style,Accessories,Texture,Electronics,Sports Equipment,Time of Day,Furniture,Lighting Conditions,Weather Conditions,Shape,Geometric Patterns,Geo-locations,Size,Tools,Material,Musical Instruments,Counting,Clothing,Written Characters
down_cross,0,0,35,Animals,Color,Food and Beverages,Nature Scenes,Fruits and Vegetables,Brand Logos,Poses and Gestures,Plants,Vehicles,People,Books and Documents,Facial Features,Buildings,Toys,Facial Expressions,Electronics,Sports Equipment,Texture,Image Style,Accessories,Time of Day,Weather Conditions,Geometric Patterns,Tools,Lighting Conditions,Furniture,Musical Instruments,Material,Size,Shape,Geo-locations,Counting,Written Characters,Clothing
down_cross,0,0,36,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Poses and Gestures,Vehicles,Plants,People,Facial Features,Facial Expressions,Books and Documents,Buildings,Toys,Electronics,Accessories,Sports Equipment,Image Style,Weather Conditions,Texture,Time of Day,Geometric Patterns,Geo-locations,Shape,Furniture,Lighting Conditions,Tools,Material,Size,Written Characters,Musical Instruments,Clothing,Counting
down_cross,0,0,37,Animals,Color,Food and Beverages,Fruits and Vegetables,Brand Logos,Nature Scenes,Plants,Poses and Gestures,Vehicles,People,Buildings,Toys,Books and Documents,Facial Features,Facial Expressions,Electronics,Texture,Sports Equipment,Accessories,Weather Conditions,Image Style,Time of Day,Geometric Patterns,Clothing,Lighting Conditions,Shape,Furniture,Musical Instruments,Geo-locations,Material,Tools,Counting,Size,Written Characters
down_cross,0,0,38,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Plants,Vehicles,Poses and Gestures,Facial Features,People,Books and Documents,Buildings,Facial Expressions,Toys,Electronics,Texture,Image Style,Sports Equipment,Weather Conditions,Time of Day,Accessories,Geometric Patterns,Shape,Geo-locations,Lighting Conditions,Furniture,Tools,Clothing,Material,Size,Musical Instruments,Counting,Written Characters
down_cross,0,0,39,Animals,Color,Food and Beverages,Fruits and Vegetables,Brand Logos,Nature Scenes,Plants,Poses and Gestures,Vehicles,People,Buildings,Books and Documents,Facial Features,Facial Expressions,Toys,Electronics,Texture,Image Style,Accessories,Weather Conditions,Sports Equipment,Geo-locations,Shape,Furniture,Time of Day,Geometric Patterns,Tools,Clothing,Lighting Conditions,Material,Size,Written Characters,Counting,Musical Instruments
down_cross,0,0,40,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Poses and Gestures,People,Vehicles,Plants,Buildings,Facial Features,Books and Documents,Facial Expressions,Toys,Electronics,Image Style,Texture,Accessories,Sports Equipment,Weather Conditions,Geo-locations,Time of Day,Furniture,Geometric Patterns,Lighting Conditions,Clothing,Size,Musical Instruments,Shape,Material,Tools,Written Characters,Counting
down_cross,0,0,41,Animals,Color,Food and Beverages,Brand Logos,Nature Scenes,Fruits and Vegetables,Poses and Gestures,Plants,Vehicles,People,Books and Documents,Buildings,Facial Features,Toys,Facial Expressions,Electronics,Image Style,Texture,Time of Day,Sports Equipment,Accessories,Weather Conditions,Furniture,Shape,Geo-locations,Geometric Patterns,Tools,Lighting Conditions,Clothing,Size,Material,Written Characters,Musical Instruments,Counting
down_cross,0,0,42,Animals,Color,Food and Beverages,Fruits and Vegetables,Brand Logos,Nature Scenes,Vehicles,Poses and Gestures,Plants,People,Buildings,Books and Documents,Facial Features,Toys,Electronics,Facial Expressions,Image Style,Time of Day,Weather Conditions,Texture,Sports Equipment,Furniture,Geo-locations,Lighting Conditions,Accessories,Tools,Geometric Patterns,Material,Clothing,Shape,Size,Counting,Written Characters,Musical Instruments
down_cross,0,0,43,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Poses and Gestures,Vehicles,Plants,People,Buildings,Facial Features,Books and Documents,Electronics,Facial Expressions,Toys,Texture,Image Style,Time of Day,Geo-locations,Sports Equipment,Accessories,Lighting Conditions,Weather Conditions,Clothing,Furniture,Shape,Tools,Geometric Patterns,Size,Musical Instruments,Counting,Material,Written Characters
down_cross,0,0,44,Animals,Color,Food and Beverages,Brand Logos,Fruits and Vegetables,Nature Scenes,Vehicles,Poses and Gestures,People,Plants,Buildings,Books and Documents,Facial Features,Facial Expressions,Electronics,Toys,Image Style,Weather Conditions,Sports Equipment,Texture,Lighting Conditions,Geo-locations,Shape,Time of Day,Accessories,Clothing,Geometric Patterns,Tools,Material,Size,Furniture,Counting,Written Characters,Musical Instruments
down_cross,0,0,45,Animals,Color,Brand Logos,Food and Beverages,Nature Scenes,Fruits and Vegetables,Poses and Gestures,Vehicles,Plants,People,Buildings,Books and Documents,Facial Features,Electronics,Facial Expressions,Toys,Texture,Image Style,Time of Day,Geo-locations,Weather Conditions,Accessories,Geometric Patterns,Clothing,Shape,Sports Equipment,Lighting Conditions,Size,Furniture,Tools,Written Characters,Musical Instruments,Material,Counting
down_cross,0,0,46,Color,Animals,Brand Logos,Food and Beverages,Nature Scenes,Fruits and Vegetables,Poses and Gestures,Plants,Vehicles,People,Buildings,Books and Documents,Facial Features,Facial Expressions,Electronics,Toys,Image Style,Texture,Weather Conditions,Accessories,Geo-locations,Clothing,Sports Equipment,Furniture,Shape,Time of Day,Size,Lighting Conditions,Geometric Patterns,Material,Tools,Musical Instruments,Counting,Written Characters
down_cross,0,0,47,Color,Animals,Food and Beverages,Brand Logos,Nature Scenes,Fruits and Vegetables,Poses and Gestures,Buildings,Vehicles,Plants,Books and Documents,People,Facial Expressions,Facial Features,Electronics,Image Style,Toys,Texture,Shape,Clothing,Weather Conditions,Geo-locations,Accessories,Lighting Conditions,Time of Day,Furniture,Size,Geometric Patterns,Material,Sports Equipment,Tools,Musical Instruments,Written Characters,Counting
down_cross,0,0,48,Color,Animals,Brand Logos,Nature Scenes,Food and Beverages,Fruits and Vegetables,Poses and Gestures,Buildings,Plants,Vehicles,People,Books and Documents,Facial Expressions,Facial Features,Electronics,Toys,Image Style,Shape,Texture,Geo-locations,Clothing,Accessories,Time of Day,Weather Conditions,Sports Equipment,Lighting Conditions,Material,Size,Furniture,Geometric Patterns,Tools,Written Characters,Counting,Musical Instruments
down_cross,0,0,49,Color,Animals,Food and Beverages,Brand Logos,Nature Scenes,Fruits and Vegetables,Poses and Gestures,Vehicles,Buildings,Books and Documents,People,Plants,Facial Expressions,Facial Features,Electronics,Geo-locations,Image Style,Texture,Toys,Shape,Lighting Conditions,Tools,Time of Day,Clothing,Sports Equipment,Weather Conditions,Accessories,Size,Furniture,Material,Musical Instruments,Counting,Written Characters,Geometric Patterns
down_cross,0,0,50,Color,Animals,Brand Logos,Fruits and Vegetables,Food and Beverages,Buildings,Nature Scenes,Vehicles,Books and Documents,Plants,People,Facial Features,Poses and Gestures,Facial Expressions,Electronics,Geo-locations,Image Style,Shape,Tools,Toys,Texture,Clothing,Accessories,Size,Lighting Conditions,Weather Conditions,Material,Sports Equipment,Furniture,Geometric Patterns,Counting,Written Characters,Musical Instruments,Time of Day
down_cross,0,1,0,Geometric Patterns,Accessories,Facial Features,Brand Logos,Tools,Musical Instruments,Electronics,Shape,Toys,Sports Equipment,Image Style,Furniture,Books and Documents,Color,Written Characters,Clothing,Lighting Conditions,Fruits and Vegetables,Time of Day,Material,Vehicles,Buildings,Counting,Size,Texture,Food and Beverages,Facial Expressions,People,Poses and Gestures,Nature Scenes,Weather Conditions,Geo-locations,Animals,Plants
down_cross,0,1,1,Geometric Patterns,Accessories,Musical Instruments,Facial Features,Tools,Electronics,Brand Logos,Toys,Sports Equipment,Shape,Image Style,Furniture,Books and Documents,Color,Clothing,Written Characters,Buildings,Lighting Conditions,Material,Texture,Size,Counting,Vehicles,Animals,Food and Beverages,Facial Expressions,People,Poses and Gestures,Nature Scenes,Weather Conditions,Time of Day,Geo-locations,Fruits and Vegetables,Plants
down_cross,0,1,2,Geometric Patterns,Accessories,Tools,Brand Logos,Musical Instruments,Facial Features,Electronics,Sports Equipment,Toys,Shape,Image Style,Furniture,Written Characters,Books and Documents,Color,Clothing,Buildings,Material,Fruits and Vegetables,Plants,Food and Beverages,Geo-locations,Time of Day,Weather Conditions,Nature Scenes,Poses and Gestures,People,Facial Expressions,Lighting Conditions,Vehicles,Counting,Size,Texture,Animals
down_cross,0,1,3,Geometric Patterns,Accessories,Tools,Brand Logos,Facial Features,Musical Instruments,Electronics,Toys,Shape,Sports Equipment,Image Style,Furniture,Written Characters,Books and Documents,Color,Fruits and Vegetables,Clothing,Buildings,Material,Lighting Conditions,Texture,Size,Counting,Vehicles,Food and Beverages,Facial Expressions,People,Poses and Gestures,Nature Scenes,Weather Conditions,Time of Day,Geo-locations,Animals,Plants
down_cross,0,1,4,Geometric Patterns,Accessories,Tools,Brand Logos,Facial Features,Toys,Electronics,Musical Instruments,Sports Equipment,Shape,Image Style,Furniture,Color,Clothing,Buildings,Written Characters,Fruits and Vegetables,Material,Time of Day,Plants,Books and Documents,Geo-locations,Weather Conditions,Nature Scenes,Poses and Gestures,People,Facial Expressions,Lighting Conditions,Vehicles,Counting,Size,Texture,Animals,Food and Beverages
down_cross,0,1,5,Geometric Patterns,Accessories,Tools,Toys,Facial Features,Musical Instruments,Electronics,Brand Logos,Sports Equipment,Shape,Image Style,Furniture,Clothing,Books and Documents,Color,Written Characters,Lighting Conditions,Buildings,Material,Food and Beverages,Time of Day,Fruits and Vegetables,Animals,Texture,Size,Counting,Vehicles,Facial Expressions,People,Poses and Gestures,Nature Scenes,Weather Conditions,Geo-locations,Plants
down_cross,0,1,6,Geometric Patterns,Accessories,Tools,Electronics,Musical Instruments,Facial Features,Toys,Brand Logos,Sports Equipment,Shape,Image Style,Color,Books and Documents,Furniture,Material,Clothing,Buildings,Written Characters,Texture,Lighting Conditions,Food and Beverages,Time of Day,Fruits and Vegetables,Size,Counting,Vehicles,Animals,Facial Expressions,People,Poses and Gestures,Nature Scenes,Weather Conditions,Geo-locations,Plants
down_cross,0,1,7,Geometric Patterns,Accessories,Electronics,Toys,Musical Instruments,Facial Features,Tools,Brand Logos,Sports Equipment,Image Style,Shape,Color,Clothing,Books and Documents,Furniture,Time of Day,Fruits and Vegetables,Written Characters,Food and Beverages,Lighting Conditions,Plants,Geo-locations,Weather Conditions,Nature Scenes,Poses and Gestures,People,Facial Expressions,Material,Vehicles,Counting,Size,Texture,Buildings,Animals
down_cross,0,1,8,Geometric Patterns,Accessories,Electronics,Toys,Musical Instruments,Tools,Facial Features,Sports Equipment,Shape,Brand Logos,Image Style,Clothing,Color,Books and Documents,Material,Furniture,Buildings,Texture,Time of Day,Lighting Conditions,Written Characters,Plants,Fruits and Vegetables,Geo-locations,Weather Conditions,Nature Scenes,Poses and Gestures,People,Facial Expressions,Vehicles,Counting,Size,Animals,Food and Beverages
down_cross,0,1,9,Geometric Patterns,Accessories,Toys,Electronics,Musical Instruments,Tools,Facial Features,Sports Equipment,Brand Logos,Image Style,Shape,Clothing,Furniture,Color,Books and Documents,Buildings,Texture,Material,Written Characters,Lighting Conditions,Plants,Fruits and Vegetables,Geo-locations,Time of Day,Weather Conditions,Nature Scenes,Poses and Gestures,People,Facial Expressions,Vehicles,Counting,Size,Animals,Food and Beverages
down_cross,0,1,10,Geometric Patterns,Accessories,Electronics,Toys,Musical Instruments,Tools,Sports Equipment,Brand Logos,Facial Features,Shape,Furniture,Image Style,Clothing,Material,Books and Documents,Texture,Buildings,Color,Written Characters,Vehicles,Lighting Conditions,Fruits and Vegetables,Animals,Size,Counting,Food and Beverages,Facial Expressions,People,Poses and Gestures,Nature Scenes,Weather Conditions,Time of Day,Geo-locations,Plants
down_cross,0,1,11,Geometric Patterns,Accessories,Toys,Musical Instruments,Electronics,Tools,Sports Equipment,Brand Logos,Facial Features,Clothing,Image Style,Shape,Books and Documents,Furniture,Buildings,Texture,Color,Time of Day,Food and Beverages,Material,Written Characters,Fruits and Vegetables,Lighting Conditions,Poses and Gestures,Plants,Animals,Geo-locations,Weather Conditions,Nature Scenes,People,Facial Expressions,Vehicles,Counting,Size
down_cross,0,1,12,Geometric Patterns,Accessories,Toys,Electronics,Musical Instruments,Sports Equipment,Tools,Brand Logos,Facial Features,Clothing,Shape,Books and Documents,Image Style,Furniture,Color,Texture,Buildings,Food and Beverages,Material,Vehicles,Lighting Conditions,Plants,Fruits and Vegetables,Geo-locations,Time of Day,Weather Conditions,Nature Scenes,Poses and Gestures,People,Facial Expressions,Counting,Size,Animals,Written Characters
down_cross,0,1,13,Geometric Patterns,Accessories,Electronics,Toys,Musical Instruments,Sports Equipment,Tools,Facial Features,Clothing,Brand Logos,Image Style,Books and Documents,Shape,Furniture,Material,Color,Texture,Buildings,Food and Beverages,Facial Expressions,Plants,Fruits and Vegetables,Geo-locations,Time of Day,Weather Conditions,Nature Scenes,Poses and Gestures,People,Written Characters,Lighting Conditions,Vehicles,Counting,Size,Animals
